,name,equation_type,sector,definition,description,standard_equation_eviews_equation,standard_equation_python_equation,standard_equation_rhs_eq_var,exogenous_projection,standard_equation_coeff_cf_name,standard_equation_coeff_cf_value,kfcalc,stochastic_type,standard_equation_coeff_t_stat,standard_equation_estimation_statistics_adjusted_r_squared,standard_equation_estimation_statistics_date,standard_equation_estimation_statistics_durbin_watson,standard_equation_estimation_statistics_method,standard_equation_estimation_statistics_r_squared,standard_equation_estimation_statistics_sample_end,standard_equation_estimation_statistics_sample_start,standard_equation_estimation_statistics_se_of_regression,standard_equation_estimation_statistics_F_statistic,standard_equation_estimation_statistics_prob_F_statistic,standard_equation_estimation_statistics_estimation_date,standard_equation_coeff_distributed_lag_group,standard_equation_estimation_statistics,mce_equation_mce_group,mce_equation_mce_description,mce_equation_eviews_equation,mce_equation_python_equation,mce_equation_coeff_cf_name,mce_equation_coeff_cf_value,mce_equation_rhs_eq_var
281,uyhln,Exogenous,,Multiplicative factor in YHLN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
282,uyhptn,Exogenous,,Multiplicative factor in YHPTN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
283,uyhsn,Exogenous,,Multiplicative factor in personal saving identity (accounts for transfers to foreign,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
284,uyhtn,Exogenous,,Multiplicative factor in YHTN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
285,uyl,Exogenous,,Multiplicative factor in YLN identity,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
286,uyni,Exogenous,,Multiplicative factor in YNIN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
287,uynicpnr,Behavioral,Nominal Income,"Corporate profits, residual",,"uynicpnr - uynicpnr_aerr = y_uynicpnr(1)*(1-y_uynicpnr(2))
                         + y_uynicpnr(2)*uynicpnr(-1)
	 ","uynicpnr - uynicpnr_aerr = y_uynicpnr_1*(1-y_uynicpnr_2)
                         + y_uynicpnr_2*uynicpnr(-1)
	 ",uynicpnr,,"['y_uynicpnr(1)', 'y_uynicpnr(2)']","['-0.073960', '0.779183']",,NO,"['-192.3558', '14.15076']",,,,,,,,,,,,,,,,,,,,
288,uyp,Exogenous,,Multiplicative factor in YPN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
289,vbfi,Behavioral,Business Expenditures,Desired investment-output ratio," The desired investment-output ratio is inversely related to the
user cost of capital, implying an elasiticity of substitution of one.
The multiplicative factor UVBFI has the interpretation of the
equilibrium income share for nonresidential structures.  UVBFI is
estimated with an HP filter over history and is assumed to be
exogenous in simulation.

",vbfi - vbfi_aerr = uvbfi*(pkbfir/pbfir)/rtbfi ,vbfi - vbfi_aerr = uvbfi*(pkbfir/pbfir)/rtbfi ,"['pbfir', 'pkbfir', 'rtbfi', 'uvbfi']",,,,,,,,,,,,,,,,,,,,,,,,,,
290,wpo,Identity,Financial Sector,"Household property wealth ex. stock market, real",,wpo - wpo_aerr = wpon/(.01*pcnia) ,wpo - wpo_aerr = wpon/(.01*pcnia) ,"['pcnia', 'wpon']",,,,,,,,,,,,,,,,,,,,,,,,,,
291,wpon,Identity,Financial Sector,"Household property wealth ex. stock market, current $"," The change in the non-equity portion of household net worth has
three components -- NIPA personal savings, net investment in consumer
durable goods, and capital gains on housing and other assets.  The
capital gains on housing and other assets are weighted by their ratios
to WPON.  PHOUSE is scaled by a factor of 116 so that PHOUSE*KH
matches housing wealth (both owner occupied and noncorporate rental
real estate) from the Flow of Funds over the past decade.
","wpon   - wpon_aerr =  wpon(-1)*exp((1
          -y_wpon(1))*rcgain/400
          + y_wpon(1)*(log(phouse) - log(phouse(-1)))) + .25 * (ydn-ecnian-yhibn) + .25 * (.01*pcdr*pcnia*(ecd-jkcd))","wpon   - wpon_aerr =  wpon(-1)*exp((1
          -y_wpon_1)*rcgain/400
          + y_wpon_1*(log(phouse) - log(phouse(-1)))) + .25 * (ydn-ecnian-yhibn) + .25 * (.01*pcdr*pcnia*(ecd-jkcd))","['ecd', 'ecnian', 'jkcd', 'pcdr', 'pcnia', 'phouse', 'rcgain', 'wpon', 'ydn', 'yhibn']",,y_wpon(1),0.4106759138763171,,,,1,08/30/18   Time: 09:59 ,1,Least Squares (Gauss-Newton / Marquardt steps),1,2017Q4,2016Q4,1.028975793722999e-11,,,,,,,,,,,,
292,wps,Identity,Financial Sector,"Household stock market wealth, real",,wps - wps_aerr = wpsn/(.01*pcnia) ,wps - wps_aerr = wpsn/(.01*pcnia) ,"['pcnia', 'wpsn']",,,,,,,,,,,,,,,,,,,,,,,,,,
293,wpsn,Identity,Financial Sector,"Household stock market wealth, current $","The equation for the market value of equities held by households
(WPSN) is derived from the standard Gordon model for valuing a firm's
share price.  Aggregating across firms, this model implies that WPSN
equals the current level of corporate cash payments, scaled up by the
difference between the expected real rate of return on equity (REQ)
and the expected real growth rate of dividends (ZDIVGR).  Corporate
cash payments are approximated by half corporate profits (YNICPN) less
corporate taxes (TCIN).  The equation is expressed as a
semi-log approximation to improve model simulation properties.  The
linearization assumes a long-run average dividend-price ratio of 4
percent, which is consistent with a long-run real required return on
equity of 7 percent and a real dividend growth rate of 3 percent.


","log(wpsn) - wpsn_aerr = log((ynicpn-tcin)*.5)
                      - .25 * (req-zdivgr)
                      + log(25) + 1
	 ","log(wpsn) - wpsn_aerr = log((ynicpn-tcin)*.5)
                      - .25 * (req-zdivgr)
                      + log(25) + 1
	 ","['req', 'tcin', 'ynicpn', 'zdivgr']",,,,,,,,,,,,,,,,,,,,,,,,,,
294,xb,Identity,Aggregate Output Identities,"Business output (BEA definition), cw 2012$",,xb - xb_aerr =  xbn/ (pxb/100) ,xb - xb_aerr =  xbn/ (pxb/100) ,"['pxb', 'xbn']",,,,,,,,,,,,,,,,,,,,,,,,,,
295,xbn,Identity,Nominal Income,"Business output (BEA definition), current $",,xbn - xbn_aerr =  pxb/100*xbo + xgdpn -xgdo*pgdp/100 ,xbn - xbn_aerr =  pxb/100*xbo + xgdpn -xgdo*pgdp/100 ,"['pgdp', 'pxb', 'xbo', 'xgdo', 'xgdpn']",,,,,,,,,,,,,,,,,,,,,,,,,,
296,xbo,Identity,Aggregate Output Identities,"Business output, adjusted for measurement error, cw  2012$","The estimated coefficient on XGAP2 is consistent with the
observation that value added outside of the business sector has little
or no cyclical variation and thus that movements in the business
sector output gap fully account for movements in the GDP gap.

","log(xbo)  - xbo_aerr = log(xbt)
          + y_xbo(1)*xgap2/100","log(xbo)  - xbo_aerr = log(xbt)
          + y_xbo_1*xgap2/100","['xbt', 'xgap2']",,y_xbo(1),1.324705489432872,,,102.7488510283304,0.9999069850201962,08/30/18   Time: 10:02 ,0.0005423173285536976,Least Squares (Gauss-Newton / Marquardt steps),0.9999069850201962,2017Q4,1965Q1,0.004743840037890664,,,,,,,,,,,,
297,xbt,Identity,Aggregate Output Identities,"Potential business output, cw 2012$","The specification of potential business output (XBT) is based on a
two-factor Cobb-Douglas production function. In addition to measures of factor inputs, the
equation also contains trend multi-factor productivity (MFPT). Potential labor input depends
on trend employment (LEPPOT), trend hours per worker (QLWW), and trend labor quality (LQUALT).
Capital input is measured by capital services (KS). In addition, the equation posseses an
explicit error term (XBTR).

","log(xbt) - xbt_aerr = y_xbt(1) * (log(leppot) + log(qlww) + log(lqualt))
                    + y_xbt(2) * log(ks)
                    + log(mfpt) + log(xbtr)
","log(xbt) - xbt_aerr = y_xbt_1 * (log(leppot) + log(qlww) + log(lqualt))
                    + y_xbt_2 * log(ks)
                    + log(mfpt) + log(xbtr)
","['ks', 'leppot', 'lqualt', 'mfpt', 'qlww', 'xbtr']",,"['y_xbt(1)', 'y_xbt(2)']","['.725', '.275']",,,,,,,,,,,,,,,,,,,,,,,
298,xbtr,Behavioral,Aggregate Output Identities,Residual Factor (Potential business output),,log(xbtr) - xbtr_aerr = y_xbtr(1) * log(xbtr(-1)) ,log(xbtr) - xbtr_aerr = y_xbtr_1 * log(xbtr(-1)) ,xbtr,,y_xbtr(1),0.95,,,,,,,,,,,,,,,,,,,,,,,
299,xfs,Behavioral,Aggregate Output Identities,"Final sales of gross domestic product, cw 2012$","Real final sales of gross domestic product is approximated by a fixed-weighted aggregation of its components.

","log(xfs)  - xfs_aerr =  log(xfs(-1))
          + y_xfs(1)*log(ecnia/ecnia(-1))
          + y_xfs(2)*log(eh/eh(-1))
          + y_xfs(3)*log(ebfi/ebfi(-1))
          + y_xfs(4)*log(egfe/egfe(-1))
          + y_xfs(5)*log(egfl/egfl(-1))
          + y_xfs(6)*log(egse/egse(-1))
          + y_xfs(7)*log(egsl/egsl(-1))
          + y_xfs(8)*log(ex/ex(-1))
          + y_xfs(9)*log(emo/emo(-1))
          + y_xfs(10)*log(emp/emp(-1))","log(xfs)  - xfs_aerr =  log(xfs(-1))
          + y_xfs_1*log(ecnia/ecnia(-1))
          + y_xfs_2*log(eh/eh(-1))
          + y_xfs_3*log(ebfi/ebfi(-1))
          + y_xfs_4*log(egfe/egfe(-1))
          + y_xfs_5*log(egfl/egfl(-1))
          + y_xfs_6*log(egse/egse(-1))
          + y_xfs_7*log(egsl/egsl(-1))
          + y_xfs_8*log(ex/ex(-1))
          + y_xfs_9*log(emo/emo(-1))
          + y_xfs_10*log(emp/emp(-1))","['ebfi', 'ecnia', 'egfe', 'egfl', 'egse', 'egsl', 'eh', 'emo', 'emp', 'ex', 'xfs']",,"['y_xfs(1)', 'y_xfs(2)', 'y_xfs(3)', 'y_xfs(4)', 'y_xfs(5)', 'y_xfs(6)', 'y_xfs(7)', 'y_xfs(8)', 'y_xfs(9)', 'y_xfs(10)']","['0.6849', '0.0386', '0.1324', '0.0429', '0.0223', '0.0395', '0.0691', '0.1203', '-0.1399', '-0.0101']",,,,0.9999573093861014,08/30/18   Time: 09:59 ,1.837000600283748,Least Squares (Gauss-Newton / Marquardt steps),0.9999765201623558,2017Q4,2012Q4,0.0002389985882700067,,,,,,,,,,,,
300,xfsn,Identity,Nominal Income,"Final sales of gross domestic product, current $",,xfsn - xfsn_aerr = xgdpn - ein ,xfsn - xfsn_aerr = xgdpn - ein ,"['ein', 'xgdpn']",,,,,,,,,,,,,,,,,,,,,,,,,,
301,xgap,Identity,Aggregate Output Identities,Output gap for  business plus oil imports  (100*(actual/potential -1),,xgap - xgap_aerr = 100*(xbo/xbt -1) ,xgap - xgap_aerr = 100*(xbo/xbt -1) ,"['xbo', 'xbt']",,,,,,,,,,,,,,,,,,,,,,,,,,
302,xgap2,Identity,Aggregate Output Identities,Output gap for GDP (100*(actual/potential -1),,xgap2 - xgap2_aerr = 100 * (xgdo/xgdpt -1) ,xgap2 - xgap2_aerr = 100 * (xgdo/xgdpt -1) ,"['xgdo', 'xgdpt']",,,,,,,,,,,,,,,,,,,,,,,,,,
303,xgdi,Identity,Aggregate Output Identities,"Gross domestic income, cw 2012$","Gross domestic income is modeled with an identity as the product of
gross domestic product adjusted for measurement error (XGDO) and a
discrepancy factor (MEI) whose logarithm follows an AR(1) process.
",xgdi - xgdi_aerr = xgdo*mei ,xgdi - xgdi_aerr = xgdo*mei ,"['mei', 'xgdo']",,,,,,,,,,,,,,,,,,,,,,,,,,
304,xgdin,Identity,Nominal Income,"Gross domestic income, current $",,xgdin - xgdin_aerr = xgdi *(pgdp/100) ,xgdin - xgdin_aerr = xgdi *(pgdp/100) ,"['pgdp', 'xgdi']",,,,,,,,,,,,,,,,,,,,,,,,,,
305,xgdo,Identity,Aggregate Output Identities,"Gross domestic product, adjusted for measurement error, cw 2012$","XGDO is real GDP adjusted for measurement error.  In simulation
XGDO equals the ratio of real gross domestic product (XGDP) to a
discrepancy factor (MEP) whose logarithm follows an AR(1) process.  The
historical values of XGDO are estimated as latent variables in the
reduced-form state-space model documented <a
href=""latent_note.pdf"">here</a>.

",xgdo - xgdo_aerr = xgdp/mep ,xgdo - xgdo_aerr = xgdp/mep ,"['mep', 'xgdp']",,,,,,,,,,,,,,,,,,,,,,,,,,
306,xgdp,Behavioral,Aggregate Output Identities,"GDP, cw 2012$","Real gross domestic product (XGDP) is approximated by a fixed-weighted aggregation of its components.

","log(xgdp)  - xgdp_aerr =  log(xgdp(-1))
          + y_xgdp(1)*log(xfs/xfs(-1))
          + y_xgdp(2)*(log(ki) - log(ki(-1)))
          + y_xgdp(3)*(log(ki(-1))- log(ki(-2)))","log(xgdp)  - xgdp_aerr =  log(xgdp(-1))
          + y_xgdp_1*log(xfs/xfs(-1))
          + y_xgdp_2*(log(ki) - log(ki(-1)))
          + y_xgdp_3*(log(ki(-1))- log(ki(-2)))","['ki', 'xfs', 'xgdp']",,"['y_xgdp(1)', 'y_xgdp(2)', 'y_xgdp(3)']","['0.9985', '0.6264', '-0.6249']",,,,0.9999684003268542,08/30/18   Time: 09:59 ,2.398144450082855,Least Squares (Gauss-Newton / Marquardt steps),0.9999715602941688,2017Q4,2012Q4,0.0001992916462909462,,,,,,,,,,,,
307,xgdpn,Identity,Nominal Income,"GDP, current $",,xgdpn - xgdpn_aerr = xpn + ein - emn + egfln + egsln ,xgdpn - xgdpn_aerr = xpn + ein - emn + egfln + egsln ,"['egfln', 'egsln', 'ein', 'emn', 'xpn']",,,,,,,,,,,,,,,,,,,,,,,,,,
308,xgdpt,Identity,Aggregate Output Identities,"Potential GDP, cw 2012$"," The difference between the logs of potential GDP and business
sector output -- log(UXBT) -- is a stochastic trend that is modeled as
a random walk with drift.  The drift component follows as AR(1)
process.

",log(xgdpt) - xgdpt_aerr = log(xbt) + log(uxbt) ,log(xgdpt) - xgdpt_aerr = log(xbt) + log(uxbt) ,"['uxbt', 'xbt']",,,,,,,,,,,,,,,,,,,,,,,,,,
309,xgdptn,Identity,Aggregate Output Identities,"Potential GDP, current $",,xgdptn - xgdptn_aerr = .01*pgdp*xgdpt ,xgdptn - xgdptn_aerr = .01*pgdp*xgdpt ,"['pgdp', 'xgdpt']",,,,,,,,,,,,,,,,,,,,,,,,,,
310,xp,Behavioral,Aggregate Output Identities,"Final sales plus imports less government labor, cw 2012$"," Real domestic final purchases, excluding government compensation
but including exports, is approximated by a fixed-weighted aggregation of its components.

","log(xp) - xp_aerr = log(xp(-1)) + y_xp(1)*log(ecnia/ecnia(-1))+ y_xp(2)*log(eh/eh(-1))
       + (y_xp(3))*log(ebfi/ebfi(-1))
       + (y_xp(4))*log(egfe/egfe(-1))
       + (y_xp(5))*log(egse/egse(-1))+ y_xp(6)*log(ex/ex(-1))
  ","log(xp) - xp_aerr = log(xp(-1)) + y_xp_1*log(ecnia/ecnia(-1))+ y_xp_2*log(eh/eh(-1))
       + (y_xp_3)*log(ebfi/ebfi(-1))
       + (y_xp_4)*log(egfe/egfe(-1))
       + (y_xp_5)*log(egse/egse(-1))+ y_xp_6*log(ex/ex(-1))
  ","['ebfi', 'ecnia', 'egfe', 'egse', 'eh', 'ex', 'xp']",,"['y_xp(1)', 'y_xp(2)', 'y_xp(3)', 'y_xp(4)', 'y_xp(5)', 'y_xp(6)']","['0.6526679404', '0.0361108836', '0.11825695358', '0.04216893278', '0.0365822346', '0.114213055']",,,,,,,,,,,,,,,,,,,,,,,
311,xpn,Identity,Nominal Income,"Final sales plus imports less government labor, current $",,xpn - xpn_aerr = .01 * pxp * xp ,xpn - xpn_aerr = .01 * pxp * xp ,"['pxp', 'xp']",,,,,,,,,,,,,,,,,,,,,,,,,,
312,ydn,Identity,Nominal Income,Disposable income,,"ydn - ydn_aerr = uyd * (ypn - tpn)
	 ","ydn - ydn_aerr = uyd * (ypn - tpn)
	 ","['tpn', 'uyd', 'ypn']",,,,,,,,,,,,,,,,,,,,,,,,,,
313,yh,Identity,Nominal Income,"Income, household, total (real after-tax)",,yh - yh_aerr = yhl + yht + yhp ,yh - yh_aerr = yhl + yht + yhp ,"['yhl', 'yhp', 'yht']",,,,,,,,,,,,,,,,,,,,,,,,,,
314,yhgap,Identity,Nominal Income,"Income, household, total, ratio to XGDP, cyclical component (real after-tax)","YHGAP is the percentage deviation of the actual from the trend
ratio of household income to GDP (YHSRH and ZYHST, respectively).
","yhgap - yhgap_aerr = 100*log(yhshr/zyhst)
	 ","yhgap - yhgap_aerr = 100*log(yhshr/zyhst)
	 ","['yhshr', 'zyhst']",,,,,,,,,,,,,,,,,,,,,,,,,,
315,yhibn,Identity,Nominal Income,Consumer interest payments to business,,"yhibn - yhibn_aerr = uyhibn*xgdpn
	 ","yhibn - yhibn_aerr = uyhibn*xgdpn
	 ","['uyhibn', 'xgdpn']",,,,,,,,,,,,,,,,,,,,,,,,,,
316,yhl,Identity,Nominal Income,"Income, household, labor compensation (real after-tax)",,yhl - yhl_aerr = (1-tryh)*yhln/(.01*pcnia) ,yhl - yhl_aerr = (1-tryh)*yhln/(.01*pcnia) ,"['pcnia', 'tryh', 'yhln']",,,,,,,,,,,,,,,,,,,,,,,,,,
317,yhln,Identity,Nominal Income,"Income, household, labor compensation",,yhln - yhln_aerr = uyhln * (yniln) ,yhln - yhln_aerr = uyhln * (yniln) ,"['uyhln', 'yniln']",,,,,,,,,,,,,,,,,,,,,,,,,,
318,yhp,Identity,Nominal Income,"Income, household, property (real after-tax)",,yhp - yhp_aerr = ((1-tryh)*yhptn+yhpntn)/(.01*pcnia) ,yhp - yhp_aerr = ((1-tryh)*yhptn+yhpntn)/(.01*pcnia) ,"['pcnia', 'tryh', 'yhpntn', 'yhptn']",,,,,,,,,,,,,,,,,,,,,,,,,,
319,yhpcd,Behavioral,Household Expenditures,"Imputed income of the stock of consumer durables, 2012$",,log(yhpcd) - yhpcd_aerr = log(y_yhpcd(1)) + log(kcd(-1)) ,log(yhpcd) - yhpcd_aerr = log(y_yhpcd_1) + log(kcd(-1)) ,kcd,,y_yhpcd(1),0.053750000000000000E+00,,,,,,,,,,,,,,,,,,,,,,,
320,yhpgap,Identity,Nominal Income,"Income, household, property, ratio to YH, cyclical component (real after-tax)","YHPGAP is the percentage deviation of the actual from the trend
ratio of household property income to total household income (YHPSHR
and ZYHPST, respectively).
","yhpgap - yhpgap_aerr = 100*log(yhpshr/zyhpst)
	 ","yhpgap - yhpgap_aerr = 100*log(yhpshr/zyhpst)
	 ","['yhpshr', 'zyhpst']",,,,,,,,,,,,,,,,,,,,,,,,,,
321,yhpntn,Identity,Nominal Income,"Income, household, property, non-taxable component","Household non-taxable property income in FRB/US includes several
items not included in the NIPA definition of personal income:
imputed income from the stock of consumer durables, less consumer
interest payments to business; corporate retained earnings; and
inflation losses on the stock of government debt.
","yhpntn - yhpntn_aerr = .01*pcnia*pcdr*yhpcd
                     - yhibn + ynicpn - tcin - ynidn
                     - .01 * zpi10 *gfdbtn
	 ","yhpntn - yhpntn_aerr = .01*pcnia*pcdr*yhpcd
                     - yhibn + ynicpn - tcin - ynidn
                     - .01 * zpi10 *gfdbtn
	 ","['gfdbtn', 'pcdr', 'pcnia', 'tcin', 'yhibn', 'yhpcd', 'ynicpn', 'ynidn', 'zpi10']",,,,,,,,,,,,,,,,,,,,,,,,,,
322,yhpshr,Identity,Nominal Income,"Income, household, property, ratio to YH (real after-tax)",,yhpshr - yhpshr_aerr = yhp/yh ,yhpshr - yhpshr_aerr = yhp/yh ,"['yh', 'yhp']",,,,,,,,,,,,,,,,,,,,,,,,,,
323,yhptn,Identity,Nominal Income,"Income, household, property, taxable component","Household taxable property income in FRB/US includes interest and
rental income, dividends, and self-employed income.  The
multiplicative factor UYHPTN adjusts for the difference between
total dividends (YNIDN) and personal dividend income, which
reflects dividends paid to state and local governments.

","yhptn - yhptn_aerr = uyhptn*(ynirn+gfintn+ynidn+yhibn)
	 ","yhptn - yhptn_aerr = uyhptn*(ynirn+gfintn+ynidn+yhibn)
	 ","['gfintn', 'uyhptn', 'yhibn', 'ynidn', 'ynirn']",,,,,,,,,,,,,,,,,,,,,,,,,,
324,yhshr,Identity,Nominal Income,"Income, household, total, ratio to XGDP (real after-tax)",,yhshr - yhshr_aerr = yh/xgdp ,yhshr - yhshr_aerr = yh/xgdp ,"['xgdp', 'yh']",,,,,,,,,,,,,,,,,,,,,,,,,,
325,yhsn,Identity,Nominal Income,Personal saving,,"yhsn - yhsn_aerr = yhln + yhtn + yhptn - tpn - ecnian - yhibn
                 + uyhsn * xgdptn
	 ","yhsn - yhsn_aerr = yhln + yhtn + yhptn - tpn - ecnian - yhibn
                 + uyhsn * xgdptn
	 ","['ecnian', 'tpn', 'uyhsn', 'xgdptn', 'yhibn', 'yhln', 'yhptn', 'yhtn']",,,,,,,,,,,,,,,,,,,,,,,,,,
326,yht,Identity,Nominal Income,"Income, household, transfer (real after-tax), net basis",,yht - yht_aerr = yhtn/(.01*pcnia) ,yht - yht_aerr = yhtn/(.01*pcnia) ,"['pcnia', 'yhtn']",,,,,,,,,,,,,,,,,,,,,,,,,,
327,yhtgap,Identity,Nominal Income,"Income, household, transfer, ratio to YH, cyclical component (real after-tax)","YHTGAP is the percentage deviation of the actual from the trend
ratio of household transfer income to total household income (YHTSHR
and ZYTHST, respectively).
","yhtgap - yhtgap_aerr = 100*log(yhtshr/zyhtst)
	 ","yhtgap - yhtgap_aerr = 100*log(yhtshr/zyhtst)
	 ","['yhtshr', 'zyhtst']",,,,,,,,,,,,,,,,,,,,,,,,,,
328,yhtn,Identity,Nominal Income,"Income, household, transfer payments. net basis","The exogenous conversion factor (UYHTN) in the identity for
transfer payments to persons (YHTN) reflects the omission of
business transfer payments from the equation.
","yhtn - yhtn_aerr = uyhtn*gtn
	 ","yhtn - yhtn_aerr = uyhtn*gtn
	 ","['gtn', 'uyhtn']",,,,,,,,,,,,,,,,,,,,,,,,,,
329,yhtshr,Identity,Nominal Income,"Income, household, transfer, ratio to YH (real after-tax)",,yhtshr - yhtshr_aerr = yht/yh ,yhtshr - yhtshr_aerr = yht/yh ,"['yh', 'yht']",,,,,,,,,,,,,,,,,,,,,,,,,,
330,ykbfin,Identity,Nominal Income,Income from stock of BFI,,ykbfin - ykbfin_aerr = .01*rtbfi*pxb* ( kbfi +  kbfi(-1)) /2 ,ykbfin - ykbfin_aerr = .01*rtbfi*pxb* ( kbfi +  kbfi(-1)) /2 ,"['kbfi', 'pxb', 'rtbfi']",,,,,,,,,,,,,,,,,,,,,,,,,,
331,ykin,Identity,Nominal Income,Income from stock of inventories,,ykin - ykin_aerr = .01*rtinv*pxb* (ki + ki(-1)) /2 ,ykin - ykin_aerr = .01*rtinv*pxb* (ki + ki(-1)) /2 ,"['ki', 'pxb', 'rtinv']",,,,,,,,,,,,,,,,,,,,,,,,,,
332,ymsdn,Exogenous,,Microsoft one-time dividend payout in 2004Q4,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
333,ynicpn,Identity,Nominal Income,Corporate profits (national income component),"Corporate profits (YNICPN) are the residual component of national
income (YNIN - YNILN - YNIIN - YNISEN).  To mitigate numerical
problems in simulations, the max function places a positive lower
bound on profits.
","ynicpn - ynicpn_aerr = @recode( (ynin-yniln-ynirn+uynicpnr*xgdpn)>(tcin+.01*xgdpn), (ynin-yniln-ynirn+uynicpnr*xgdpn), (tcin+.01*xgdpn))
	 ","ynicpn - ynicpn_aerr = max(( (ynin-yniln-ynirn+uynicpnr*xgdpn)),( (tcin+.01*xgdpn)))
	 ","['tcin', 'uynicpnr', 'xgdpn', 'yniln', 'ynin', 'ynirn']",,,,,,,,,,,,,,,,,,,,,,,,,,
334,ynidn,Behavioral,Nominal Income,Dividends (national income component),"Dividends are modeled using the polynomial adjustment cost (PAC)
framework.  Thus growth in real dividends depends on the three
standard PAC terms -- the degree to which dividends were out of
equilibrium last period, lagged dividend growth, and expected growth
of desired dividents.  To translate the general PAC specification,
whose structure is shown below in the PAC Overview section, associate
log((YNIDN-YMSDN)/PXB) with y, log(QYNIDN/PXB) with y*, and ZYNID
with the expected weighted sum of future &Delta;y*.  The order of
adjustment costs (m) is 2.  The equation adjusts dividends for the
one-time Microsoft cash payout of late 2004 (YMSDN).

PAC Overview: Let y denote the decision variable and y* its desired
level in the absence of adjustment frictions.  The decision rule
derived from the PAC Euler equation has the following form.

(1) &Delta;y<sub>t</sub> = a<sub>0</sub>(y*<sub>t-1</sub> -
      y<sub>t-1</sub>) + &sum;<sub>i=1,m-1</sub>
      a<sub>i</sub>&Delta;y<sub>t-i</sub> +
      E<sub>t-1</sub>&sum;<sub>i=0,&infin;</sub>d<sub>i</sub>&Delta;y*<sub>t+i</sub>

 The order of adjustment costs is given by parameter m.  The
forward weights, d<sub>i</sub> {i=0,&infin;}, are functions of the
estimated values of a<sub>i</sub> {i=0,m-1} and a fixed discount
factor (0.98).  Estimation imposes the growth neutrality restriction
&sum;<sub>i=1,m-1</sub>a<sub>i</sub> +
&sum;<sub>i=0,&infin;</sub>d<sub>i</sub> = 1.  For more information,
see <a href=""pac_basics.pdf"">PAC Basics</a>.
","dlog((ynidn-ymsdn)/pxb)  - ynidn_aerr =
            y_ynidn(1) * log(qynidn(-1)/(ynidn(-1)-ymsdn(-1)))
          + y_ynidn(2) * dlog((ynidn(-1)-ymsdn(-1))/pxb(-1))
          + y_ynidn(3) * zynid","(log((ynidn-ymsdn)/pxb) - log((ynidn(-1)-ymsdn(-1))/pxb(-1)))  - ynidn_aerr =
            y_ynidn_1 * log(qynidn(-1)/(ynidn(-1)-ymsdn(-1)))
          + y_ynidn_2 * (log((ynidn(-1)-ymsdn(-1))/pxb(-1)) - log((ynidn(-2)-ymsdn(-2))/pxb(-2)))
          + y_ynidn_3 * zynid","['pxb', 'qynidn', 'ymsdn', 'ynidn', 'zynid']",,"['y_ynidn(1)', 'y_ynidn(2)', 'y_ynidn(3)']","['0.1072695065113163', '-0.2095634314107719', '1']",1,IN,"['5.908232672201109', '-3.14267687987399']",0.06032612919807434,08/30/18   Time: 10:03 ,1.666454076766968,Least Squares,0.06480076909065246,2017Q4,1965Q2,0.03990373015403748,,,,,,,,,,,,
